,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
18,2007-12-28,8.012275987265483,7.838632508835386,9.007345795309027,8.012275987265483,8.012275987265483,0.4160971524831263,0.4160971524831263,0.4160971524831263,-0.06957836486474359,-0.06957836486474359,-0.06957836486474359,0.48567551734786985,0.48567551734786985,0.48567551734786985,0.0,0.0,0.0,8.428373139748608
19,2007-12-29,8.010736029549241,7.6380485396340525,8.83281884867046,8.010736029549241,8.010736029549241,0.1982596958873518,0.1982596958873518,0.1982596958873518,-0.31171475928309883,-0.31171475928309883,-0.31171475928309883,0.5099744551704506,0.5099744551704506,0.5099744551704506,0.0,0.0,0.0,8.208995725436592
20,2007-12-30,8.009196071832996,7.948407655995131,9.175365800597747,8.009196071832996,8.009196071832996,0.583695939641863,0.583695939641863,0.583695939641863,0.04829681551933695,0.04829681551933695,0.04829681551933695,0.535399124122526,0.535399124122526,0.535399124122526,0.0,0.0,0.0,8.59289201147486
21,2007-12-31,8.007656114116754,8.294393849247353,9.528628652669617,8.007656114116754,8.007656114116754,0.9139694902492882,0.9139694902492882,0.9139694902492882,0.35228492814540247,0.35228492814540247,0.35228492814540247,0.5616845621038857,0.5616845621038857,0.5616845621038857,0.0,0.0,0.0,8.921625604366042
22,2008-01-01,8.00611615640051,8.09031918168317,9.355554637619447,8.00611615640051,8.00611615640051,0.7082237549059642,0.7082237549059642,0.7082237549059642,0.11963979139227757,0.11963979139227757,0.11963979139227757,0.5885839635136867,0.5885839635136867,0.5885839635136867,0.0,0.0,0.0,8.714339911306475
23,2008-01-02,8.00457619868427,7.916801987818412,9.207123410928704,8.00457619868427,8.00457619868427,0.5492131476378722,0.5492131476378722,0.5492131476378722,-0.06666083483024819,-0.06666083483024819,-0.06666083483024819,0.6158739824681204,0.6158739824681204,0.6158739824681204,0.0,0.0,0.0,8.55378934632214
24,2008-01-03,8.003036240968026,7.934258517909512,9.224445730283758,8.003036240968026,8.003036240968026,0.5710910518901445,0.5710910518901445,0.5710910518901445,-0.07226757607870922,-0.07226757607870922,-0.07226757607870922,0.6433586279688538,0.6433586279688538,0.6433586279688538,0.0,0.0,0.0,8.57412729285817
25,2008-01-04,8.001496283251782,7.964802587974807,9.214043698966881,8.001496283251782,8.001496283251782,0.6012932709218127,0.6012932709218127,0.6012932709218127,-0.06957836486492996,-0.06957836486492996,-0.06957836486492996,0.6708716357867427,0.6708716357867427,0.6708716357867427,0.0,0.0,0.0,8.602789554173595
26,2008-01-05,7.99995632553554,7.744315522495908,8.985768492497208,7.99995632553554,7.99995632553554,0.3865624981949418,0.3865624981949418,0.3865624981949418,-0.3117147592830222,-0.3117147592830222,-0.3117147592830222,0.6982772574779641,0.6982772574779641,0.6982772574779641,0.0,0.0,0.0,8.386518823730482
27,2008-01-06,7.998416367819297,8.180998537655281,9.424121861255173,7.998416367819297,7.998416367819297,0.7737662800886718,0.7737662800886718,0.7737662800886718,0.048296815519613005,0.048296815519613005,0.048296815519613005,0.7254694645690587,0.7254694645690587,0.7254694645690587,0.0,0.0,0.0,8.77218264790797
28,2008-01-07,7.996876410103054,8.475767983926712,9.68191879476864,7.996876410103054,7.996876410103054,1.1046545517969575,1.1046545517969575,1.1046545517969575,0.35228492814540563,0.35228492814540563,0.35228492814540563,0.7523696236515517,0.7523696236515517,0.7523696236515517,0.0,0.0,0.0,9.10153096190001
29,2008-01-08,7.995336452386812,8.240033977643021,9.485304914534485,7.995336452386812,7.995336452386812,0.8985625454451307,0.8985625454451307,0.8985625454451307,0.11963979139298972,0.11963979139298972,0.11963979139298972,0.7789227540521411,0.7789227540521411,0.7789227540521411,0.0,0.0,0.0,8.893898997831942
30,2008-01-09,7.993796494670569,8.114698657267173,9.381394652397846,7.993796494670569,7.993796494670569,0.7384316972152981,0.7384316972152981,0.7384316972152981,-0.06666083483022948,-0.06666083483022948,-0.06666083483022948,0.8050925320455277,0.8050925320455277,0.8050925320455277,0.0,0.0,0.0,8.732228191885866
31,2008-01-10,7.992256536954327,8.130996769117775,9.377215100460576,7.992256536954327,7.992256536954327,0.7585876764687242,0.7585876764687242,0.7585876764687242,-0.07226757607867336,-0.07226757607867336,-0.07226757607867336,0.8308552525473974,0.8308552525473974,0.8308552525473974,0.0,0.0,0.0,8.75084421342305
32,2008-01-11,7.990716579238082,8.15149338852928,9.405953208253928,7.990716579238082,7.990716579238082,0.7866146344247891,0.7866146344247891,0.7866146344247891,-0.06957836486511636,-0.06957836486511636,-0.06957836486511636,0.8561929992899054,0.8561929992899054,0.8561929992899054,0.0,0.0,0.0,8.77733121366287
33,2008-01-12,7.98917662152184,7.919988236712966,9.189305847349656,7.98917662152184,7.98917662152184,0.5693715470225571,0.5693715470225571,0.5693715470225571,-0.31171475928294573,-0.31171475928294573,-0.31171475928294573,0.8810863063055028,0.8810863063055028,0.8810863063055028,0.0,0.0,0.0,8.558548168544396
34,2008-01-13,7.987636663805597,8.315359327347954,9.630768976595082,7.987636663805597,7.987636663805597,0.9538034315400346,0.9538034315400346,0.9538034315400346,0.04829681551768644,0.04829681551768644,0.04829681551768644,0.9055066160223482,0.9055066160223482,0.9055066160223482,0.0,0.0,0.0,8.941440095345632
35,2008-01-14,7.986096706089355,8.664960094173273,9.94651662793155,7.986096706089355,7.986096706089355,1.281693779743297,1.281693779743297,1.281693779743297,0.35228492814518575,0.35228492814518575,0.35228492814518575,0.9294088515981113,0.9294088515981113,0.9294088515981113,0.0,0.0,0.0,9.267790485832652
36,2008-01-15,7.984556748373112,8.421911434747976,9.618641151607621,7.984556748373112,7.984556748373112,1.0723642141965966,1.0723642141965966,1.0723642141965966,0.11963979139264933,0.11963979139264933,0.11963979139264933,0.9527244228039473,0.9527244228039473,0.9527244228039473,0.0,0.0,0.0,9.05692096256971
37,2008-01-16,7.983016790656869,8.303157734088899,9.561280684687642,7.983016790656869,7.983016790656869,0.9086941408164965,0.9086941408164965,0.9086941408164965,-0.06666083483021078,-0.06666083483021078,-0.06666083483021078,0.9753549756467073,0.9753549756467073,0.9753549756467073,0.0,0.0,0.0,8.891710931473366
38,2008-01-17,7.9814768329406265,8.32509695046678,9.56159646818292,7.9814768329406265,7.9814768329406265,0.9248996000934797,0.9248996000934797,0.9248996000934797,-0.07226757607863754,-0.07226757607863754,-0.07226757607863754,0.9971671761721173,0.9971671761721173,0.9971671761721173,0.0,0.0,0.0,8.906376433034106
39,2008-01-18,7.979936875224384,8.280020217083392,9.559383001521857,7.979936875224384,7.979936875224384,0.9484104241707547,0.9484104241707547,0.9484104241707547,-0.06957836486483253,-0.06957836486483253,-0.06957836486483253,1.0179887890355872,1.0179887890355872,1.0179887890355872,0.0,0.0,0.0,8.928347299395138
40,2008-01-19,7.9783969175081415,8.103712426558406,9.362139742409418,7.9783969175081415,7.9783969175081415,0.7258915130153742,0.7258915130153742,0.7258915130153742,-0.3117147592831569,-0.3117147592831569,-0.3117147592831569,1.037606272298531,1.037606272298531,1.037606272298531,0.0,0.0,0.0,8.704288430523516
41,2008-01-20,7.976856959791897,8.431505846140276,9.678853002110559,7.976856959791897,7.976856959791897,1.1040608781633585,1.1040608781633585,1.1040608781633585,0.048296815518265264,0.048296815518265264,0.048296815518265264,1.0557640626450933,1.0557640626450933,1.0557640626450933,0.0,0.0,0.0,9.080917837955255
42,2008-01-21,7.975317002075655,8.780419595006542,10.039019328812392,7.975317002075655,7.975317002075655,1.42445059936051,1.42445059936051,1.42445059936051,0.3522849281453053,0.3522849281453053,0.3522849281453053,1.0721656712152048,1.0721656712152048,1.0721656712152048,0.0,0.0,0.0,9.399767601436166
43,2008-01-22,7.973777044359412,8.541648412756302,9.795378881831002,7.973777044359412,7.973777044359412,1.2061164425377704,1.2061164425377704,1.2061164425377704,0.119639791392309,0.119639791392309,0.119639791392309,1.0864766511454613,1.0864766511454613,1.0864766511454613,0.0,0.0,0.0,9.179893486897182
44,2008-01-23,7.97223708664317,8.377649507323655,9.624221241484276,7.97223708664317,7.97223708664317,1.031668600673409,1.031668600673409,1.031668600673409,-0.06666083483019207,-0.06666083483019207,-0.06666083483019207,1.0983294355036008,1.0983294355036008,1.0983294355036008,0.0,0.0,0.0,9.003905687316578
45,2008-01-24,7.970697128926926,8.353056959469747,9.641176699797171,7.970697128926926,7.970697128926926,1.0350624044410601,1.0350624044410601,1.0350624044410601,-0.07226757607875199,-0.07226757607875199,-0.07226757607875199,1.107329980519812,1.107329980519812,1.107329980519812,0.0,0.0,0.0,9.005759533367986
46,2008-01-25,7.969157171210684,8.376920586145877,9.633924665224095,7.969157171210684,7.969157171210684,1.0434877209903421,1.0434877209903421,1.0434877209903421,-0.06957836486495023,-0.06957836486495023,-0.06957836486495023,1.113066085855292,1.113066085855292,1.113066085855292,0.0,0.0,0.0,9.012644892201026
47,2008-01-26,7.967617213494441,8.183114150306299,9.394110726068826,7.967617213494441,7.967617213494441,0.8034024438159092,0.8034024438159092,0.8034024438159092,-0.3117147592830803,-0.3117147592830803,-0.3117147592830803,1.1151172030989895,1.1151172030989895,1.1151172030989895,0.0,0.0,0.0,8.771019657310351
48,2008-01-27,7.966077255778199,8.499506190156767,9.728539617755665,7.966077255778199,7.966077255778199,1.1613623032128155,1.1613623032128155,1.1613623032128155,0.04829681551884402,0.04829681551884402,0.04829681551884402,1.1130654876939716,1.1130654876939716,1.1130654876939716,0.0,0.0,0.0,9.127439558991014
49,2008-01-28,7.964537298061956,8.842052327456006,10.021192209689321,7.964537298061956,7.964537298061956,1.4587927280306272,1.4587927280306272,1.4587927280306272,0.3522849281454249,0.3522849281454249,0.3522849281454249,1.1065077998852022,1.1065077998852022,1.1065077998852022,0.0,0.0,0.0,9.423330026092584
50,2008-01-29,7.962997340345712,8.567375173795583,9.777201521827983,7.962997340345712,7.962997340345712,1.2147081101046133,1.2147081101046133,1.2147081101046133,0.1196397913927123,0.1196397913927123,0.1196397913927123,1.095068318711901,1.095068318711901,1.095068318711901,0.0,0.0,0.0,9.177705450450325
51,2008-01-30,7.96145738262947,8.371398443174742,9.590802548544703,7.96145738262947,7.96145738262947,1.0117505661350297,1.0117505661350297,1.0117505661350297,-0.06666083483000425,-0.06666083483000425,-0.06666083483000425,1.0784114009650339,1.0784114009650339,1.0784114009650339,0.0,0.0,0.0,8.9732079487645
52,2008-02-01,7.958377467196985,8.300158296699067,9.542772737094145,7.958377467196985,7.958377467196985,0.9588009488994982,0.9588009488994982,0.9588009488994982,-0.06957836486513659,-0.06957836486513659,-0.06957836486513659,1.0283793137646349,1.0283793137646349,1.0283793137646349,0.0,0.0,0.0,8.917178416096483
53,2008-02-02,7.956837509480741,8.012397587827444,9.252322633392534,7.956837509480741,7.956837509480741,0.6829302985298377,0.6829302985298377,0.6829302985298377,-0.31171475928320985,-0.31171475928320985,-0.31171475928320985,0.9946450578130475,0.9946450578130475,0.9946450578130475,0.0,0.0,0.0,8.639767808010578
54,2008-02-03,7.955297551764499,8.32851248192425,9.544372097690358,7.955297551764499,7.955297551764499,1.003293139972213,1.003293139972213,1.003293139972213,0.04829681551817016,0.04829681551817016,0.04829681551817016,0.9549963244540427,0.9549963244540427,0.9549963244540427,0.0,0.0,0.0,8.958590691736712
55,2008-02-04,7.953757594048256,8.622955251634178,9.861386674980832,7.953757594048256,7.953757594048256,1.2617572544711757,1.2617572544711757,1.2617572544711757,0.352284928145428,0.352284928145428,0.352284928145428,0.9094723263257477,0.9094723263257477,0.9094723263257477,0.0,0.0,0.0,9.215514848519431
56,2008-02-05,7.952217636332014,8.274072955954054,9.54383721495031,7.952217636332014,7.952217636332014,0.977852702826101,0.977852702826101,0.977852702826101,0.11963979139268077,0.11963979139268077,0.11963979139268077,0.8582129114334203,0.8582129114334203,0.8582129114334203,0.0,0.0,0.0,8.930070339158116
57,2008-02-06,7.95067767861577,8.089872723894018,9.316212303024594,7.95067767861577,7.95067767861577,0.7348016742945908,0.7348016742945908,0.7348016742945908,-0.06666083482998555,-0.06666083482998555,-0.06666083482998555,0.8014625091245764,0.8014625091245764,0.8014625091245764,0.0,0.0,0.0,8.68547935291036
58,2008-02-07,7.949137720899527,8.008909923975844,9.258059771784591,7.949137720899527,7.949137720899527,0.6673040121498893,0.6673040121498893,0.6673040121498893,-0.07226757607851564,-0.07226757607851564,-0.07226757607851564,0.739571588228405,0.739571588228405,0.739571588228405,0.0,0.0,0.0,8.616441733049417
59,2008-02-08,7.9475977631832855,7.926591987083696,9.191977003312855,7.9475977631832855,7.9475977631832855,0.603417113193207,0.603417113193207,0.603417113193207,-0.06957836486532294,-0.06957836486532294,-0.06957836486532294,0.67299547805853,0.67299547805853,0.67299547805853,0.0,0.0,0.0,8.551014876376492
60,2008-02-09,7.946057805467043,7.607156260723205,8.850817148030075,7.946057805467043,7.946057805467043,0.290575714669356,0.290575714669356,0.290575714669356,-0.3117147592828843,-0.3117147592828843,-0.3117147592828843,0.6022904739522403,0.6022904739522403,0.6022904739522403,0.0,0.0,0.0,8.2366335201364
61,2008-02-10,7.944517847750799,7.866253492487695,9.139534387440097,7.944517847750799,7.944517847750799,0.5764040394974104,0.5764040394974104,0.5764040394974104,0.048296815518446196,0.048296815518446196,0.048296815518446196,0.5281072239789641,0.5281072239789641,0.5281072239789641,0.0,0.0,0.0,8.520921887248209
62,2008-02-11,7.942977890034556,8.145365539988283,9.384731347962639,7.942977890034556,7.942977890034556,0.8034663984060804,0.8034663984060804,0.8034663984060804,0.3522849281452081,0.3522849281452081,0.3522849281452081,0.45118147026087224,0.45118147026087224,0.45118147026087224,0.0,0.0,0.0,8.746444288440637
63,2008-02-12,7.941437932318314,7.8178727771490495,9.013619287656793,7.941437932318314,7.941437932318314,0.49196208619733606,0.49196208619733606,0.49196208619733606,0.1196397913923404,0.1196397913923404,0.1196397913923404,0.37232229480499573,0.37232229480499573,0.37232229480499573,0.0,0.0,0.0,8.43340001851565
64,2008-02-13,7.939897974602071,7.572596188645835,8.811689465000535,7.939897974602071,7.939897974602071,0.22573725881231746,0.22573725881231746,0.22573725881231746,-0.06666083483018391,-0.06666083483018391,-0.06666083483018391,0.2923980936425014,0.2923980936425014,0.2923980936425014,0.0,0.0,0.0,8.165635233414388
65,2008-02-14,7.938358016885829,7.432639651634877,8.705612763855706,7.938358016885829,7.938358016885829,0.14005299612100908,0.14005299612100908,0.14005299612100908,-0.07226757607863009,-0.07226757607863009,-0.07226757607863009,0.21232057219963918,0.21232057219963918,0.21232057219963918,0.0,0.0,0.0,8.078411013006837
66,2008-02-15,7.936818059169585,7.39197225334167,8.618132261034607,7.936818059169585,7.936818059169585,0.06344875228805506,0.06344875228805506,0.06344875228805506,-0.0695783648650392,-0.0695783648650392,-0.0695783648650392,0.13302711715309426,0.13302711715309426,0.13302711715309426,0.0,0.0,0.0,8.00026681145764
67,2008-02-16,7.935278101453343,7.053671837015482,8.276480850240308,7.935278101453343,7.935278101453343,-0.2562528056705338,-0.2562528056705338,-0.2562528056705338,-0.31171475928301384,-0.31171475928301384,-0.31171475928301384,0.055461953612480006,0.055461953612480006,0.055461953612480006,0.0,0.0,0.0,7.679025295782809
68,2008-02-17,7.9337381437371,7.325501326866754,8.604008092418361,7.9337381437371,7.9337381437371,0.02885335521390985,0.02885335521390985,0.02885335521390985,0.04829681551872224,0.04829681551872224,0.04829681551872224,-0.01944346030481239,-0.01944346030481239,-0.01944346030481239,0.0,0.0,0.0,7.96259149895101
69,2008-02-18,7.932198186020858,7.540822857560227,8.855254483216793,7.932198186020858,7.932198186020858,0.26149461013460035,0.26149461013460035,0.26149461013460035,0.35228492814498835,0.35228492814498835,0.35228492814498835,-0.09079031801038798,-0.09079031801038798,-0.09079031801038798,0.0,0.0,0.0,8.193692796155458
70,2008-02-19,7.930658228304614,7.343049578243907,8.48305481373493,7.930658228304614,7.930658228304614,-0.03809233462417172,-0.03809233462417172,-0.03809233462417172,0.11963979139200007,0.11963979139200007,0.11963979139200007,-0.1577321260161718,-0.1577321260161718,-0.1577321260161718,0.0,0.0,0.0,7.892565893680442
71,2008-02-20,7.929118270588371,7.053232276626018,8.271785801948587,7.929118270588371,7.929118270588371,-0.2861544702699466,-0.2861544702699466,-0.2861544702699466,-0.06666083482986357,-0.06666083482986357,-0.06666083482986357,-0.21949363544008307,-0.21949363544008307,-0.21949363544008307,0.0,0.0,0.0,7.642963800318425
72,2008-02-21,7.927578312872129,6.983124339288834,8.211590102806024,7.927578312872129,7.927578312872129,-0.34765612131609624,-0.34765612131609624,-0.34765612131609624,-0.07226757607859426,-0.07226757607859426,-0.07226757607859426,-0.27538854523750195,-0.27538854523750195,-0.27538854523750195,0.0,0.0,0.0,7.579922191556032
73,2008-02-22,7.926038355155886,6.916495399329102,8.163730919581878,7.926038355155886,7.926038355155886,-0.3944138665399524,-0.3944138665399524,-0.3944138665399524,-0.06957836486515688,-0.06957836486515688,-0.06957836486515688,-0.3248355016747955,-0.3248355016747955,-0.3248355016747955,0.0,0.0,0.0,7.531624488615933
74,2008-02-23,7.924498397439643,6.580089485956643,7.85960572798001,7.924498397439643,7.924498397439643,-0.679086713984886,-0.679086713984886,-0.679086713984886,-0.3117147592829373,-0.3117147592829373,-0.3117147592829373,-0.3673719547019486,-0.3673719547019486,-0.3673719547019486,0.0,0.0,0.0,7.245411683454757
75,2008-02-24,7.9229584397234,6.937732351758683,8.181701273165126,7.9229584397234,7.9229584397234,-0.35436866504817677,-0.35436866504817677,-0.35436866504817677,0.04829681551930102,0.04829681551930102,0.04829681551930102,-0.40266548056747775,-0.40266548056747775,-0.40266548056747775,0.0,0.0,0.0,7.568589774675224
76,2008-02-25,7.921418482007158,7.182375221353618,8.467716891934698,7.921418482007158,7.921418482007158,-0.07823731194134814,-0.07823731194134814,-0.07823731194134814,0.35228492814499135,0.35228492814499135,0.35228492814499135,-0.4305222400863395,-0.4305222400863395,-0.4305222400863395,0.0,0.0,0.0,7.84318117006581
77,2008-02-26,7.919878524290915,6.959256870324008,8.180672704626913,7.919878524290915,7.919878524290915,-0.3312525204756126,-0.3312525204756126,-0.3312525204756126,0.11963979139314701,0.11963979139314701,0.11963979139314701,-0.45089231186875955,-0.45089231186875955,-0.45089231186875955,0.0,0.0,0.0,7.588626003815302
78,2008-02-27,7.918338566574671,6.771196870934289,8.01155125249608,7.918338566574671,7.918338566574671,-0.5305325525598248,-0.5305325525598248,-0.5305325525598248,-0.06666083483006194,-0.06666083483006194,-0.06666083483006194,-0.46387171772976293,-0.46387171772976293,-0.46387171772976293,0.0,0.0,0.0,7.3878060140148465
79,2008-02-29,7.915258651142186,6.779770054303585,7.993698949621841,7.915258651142186,7.915258651142186,-0.5383389937777833,-0.5383389937777833,-0.5383389937777833,-0.06957836486527455,-0.06957836486527455,-0.06957836486527455,-0.46876062891250875,-0.46876062891250875,-0.46876062891250875,0.0,0.0,0.0,7.376919657364403
80,2008-03-02,7.912178735709701,6.878311676157673,8.155078739816496,7.912178735709701,7.912178735709701,-0.4004419620426825,-0.4004419620426825,-0.4004419620426825,0.04829681551832443,0.04829681551832443,0.04829681551832443,-0.44873877756100694,-0.44873877756100694,-0.44873877756100694,0.0,0.0,0.0,7.511736773667018
81,2008-03-05,7.907558862560973,6.818149751601172,8.031417393642508,7.907558862560973,7.907558862560973,-0.4509861736257171,-0.4509861736257171,-0.4509861736257171,-0.06666083483004323,-0.06666083483004323,-0.06666083483004323,-0.3843253387956738,-0.3843253387956738,-0.3843253387956738,0.0,0.0,0.0,7.456572688935256
82,2008-03-06,7.90601890484473,6.848547027102435,8.071428321785888,7.90601890484473,7.90601890484473,-0.42944605001283204,-0.42944605001283204,-0.42944605001283204,-0.07226757607844023,-0.07226757607844023,-0.07226757607844023,-0.3571784739343917,-0.3571784739343917,-0.3571784739343917,0.0,0.0,0.0,7.476572854831899
83,2008-03-07,7.904478947128486,6.881422985282881,8.185913226778254,7.904478947128486,7.904478947128486,-0.3983698997082791,-0.3983698997082791,-0.3983698997082791,-0.06957836486499076,-0.06957836486499076,-0.06957836486499076,-0.3287915348432883,-0.3287915348432883,-0.3287915348432883,0.0,0.0,0.0,7.506109047420207
84,2008-03-08,7.9029389894122435,6.700855696989604,7.926918878655815,7.9029389894122435,7.9029389894122435,-0.6118585509400504,-0.6118585509400504,-0.6118585509400504,-0.3117147592830719,-0.3117147592830719,-0.3117147592830719,-0.3001437916569784,-0.3001437916569784,-0.3001437916569784,0.0,0.0,0.0,7.291080438472193
85,2008-03-09,7.901399031696001,7.069757706598855,8.229559915480797,7.901399031696001,7.901399031696001,-0.22389956794718208,-0.22389956794718208,-0.22389956794718208,0.04829681551890321,0.04829681551890321,0.04829681551890321,-0.27219638346608527,-0.27219638346608527,-0.27219638346608527,0.0,0.0,0.0,7.677499463748819
86,2008-03-10,7.8998590739797585,7.396589116916005,8.567112069199906,7.8998590739797585,7.8998590739797585,0.10641499505837597,0.10641499505837597,0.10641499505837597,0.3522849281452305,0.3522849281452305,0.3522849281452305,-0.24586993308685454,-0.24586993308685454,-0.24586993308685454,0.0,0.0,0.0,8.006274069038135
87,2008-03-11,7.898319116263515,7.142208086837925,8.413795442118957,7.898319116263515,7.898319116263515,-0.10238337571671535,-0.10238337571671535,-0.10238337571671535,0.11963979139246629,0.11963979139246629,0.11963979139246629,-0.22202316710918166,-0.22202316710918166,-0.22202316710918166,0.0,0.0,0.0,7.7959357405468
88,2008-03-12,7.896779158547273,6.995708371618335,8.276514028673605,7.896779158547273,7.896779158547273,-0.26809391398989046,-0.26809391398989046,-0.26809391398989046,-0.06666083483015703,-0.06666083483015703,-0.06666083483015703,-0.2014330791597334,-0.2014330791597334,-0.2014330791597334,0.0,0.0,0.0,7.628685244557382
89,2008-03-13,7.89523920083103,7.024970175626863,8.280367650478803,7.89523920083103,7.89523920083103,-0.2570447123628721,-0.2570447123628721,-0.2570447123628721,-0.07226757607863704,-0.07226757607863704,-0.07226757607863704,-0.18477713628423506,-0.18477713628423506,-0.18477713628423506,0.0,0.0,0.0,7.638194488468158
